"_id",author,comment,content,like,title
5b2e52f352055a34b45ce843,铃铛子,34,一 历时1年半的打磨与生产，铃铛子的《21天简笔画萌萌哒手账训练营》和大家面基啦！ 这两年越来越多的人想学手绘，却不知道从哪里开始学，想要靠自己...,139,普通人可以快速高效掌握的手绘手账书来啦！
5b2e52f352055a34b45ce844,一鸣,127,一位作家这样总结写作者的三个阶段，第一阶段是自我表达期，第二阶段是刻意训练期，第三阶段是风格成熟期。 简单来说，第一阶段专注于个人世界的表达，写...,857,一套写小说的功夫
5b2e52f352055a34b45ce845,简书大学堂,18,互联网时代，我们习惯迷失在别人的故事当中。 喜欢秉持着阅读的态度，但从不讲究方式与记录。 喜欢比拼一年读了多少本书，但避而不谈读书的乐趣和过程。...,524,个人成长秘籍大公开
5b2e52f352055a34b45ce846,浅笑微印Natasha,92,2018年4月16日   星期一   天气 晴 四月，春意盎然，莺歌蝶舞，美丽的燕子南飞，在江南的土地上生息繁衍。而有一名特殊的客人，他就像燕子...,70,燕南飞，千里文缘一线牵
5b2e52f352055a34b45ce847,太湖浪子,204,白驹过隙，过往去矣。少年头已白，余生还剩多少时光？十年，二十年，三十年...且不去考量。当下每一天，每一秒，不可辜负。 清晨，沐浴四月春阳，聆听...,222,余生，站成永恒
5b2e52f352055a34b45ce848,灰土豆,0,这一系列文章是2010年—2013年在中国电影艺术研究中心（中国电影资料馆）念研究生期间写作的，以记录资料馆的电影学习与生活。电影的光如何渗进我...,2,电影的光 | 资料馆记事（13）
5b2e52f352055a34b45ce849,shux33,0,题目：无人岛的开发与推广商业计划书 什么是“无人岛”？ 无人岛并非没人居住，而是未列入编制的海岛； 无人岛开发失败原因之一，是对开发的困难估计不...,2,【复盘】腾讯暑期实习产品运营群面
5b2e52f352055a34b45ce84a,lostdays,37,“你在干嘛。” “写东西。” “你写东西干嘛。” “为了不和你说话也不尴尬。” “你和我说话不就不尴尬了，”他一把扳过我笔记本的屏幕：“列车？这...,23,列车
5b2e52f352055a34b45ce84b,晖宗聊绘画,2,上大学的时候，有段时间很喜欢苏轼的词，但坦白的说，我并不喜欢他的人，他与王安石比起来，我觉得少了点实干精神。 “人生到处知何似，应似飞鸿踏雪泥”...,20,那年的诗与心中的远方
5b2e52f352055a34b45ce84c,灰土豆,0,六   舞台上火熊熊燃烧起来，把师徒四人紧紧围住了。这时候，穿着孙悟空戏服的滑板少年尽管明白自己是在一部电影里，却又真切地感受到了灼烧带来的疼痛...,3,未来奇谭 |《鬼影奇情录》（3）
5b2e52f552055a34b45ce84d,灰土豆,0,三   在电影诞生两百年的这个世纪末，影院数量在不断下降。人们有了一些新的观影体验，比如裸眼3D电影，或者有了一些新的互动方式，比如观众按下座位...,1,未来奇谭 |《鬼影奇情录》（2）
5b2e52f552055a34b45ce84e,灰土豆,2,一   在21世纪就要过去的某个时间点，有一则影评备受争议。这是一位知名影评人W所写，所评乃是一部恐怖片，这是一部为大众公认极劣质的影片，但这位...,19,未来奇谭 |《鬼影奇情录》（1）
5b2e52f552055a34b45ce84f,太湖浪子,112,并蒂莲花争艳丽，防火防盗防闺蜜。 初恋福兮抑或祸，成长道路坎坷多。 人在江湖不由己，千娇百媚各显灵。 山转水覆疑无路，殊途同归皆欢喜。 早恋这种...,91,（言情•成长）千娇百媚3
5b2e52f552055a34b45ce850,冷眼观史,2,蒸鱼菜对大部分人来说，只是稀松平常的一道菜，想吃的时候自己做或者去饭店点单，非常简单。 然而，悦史君发现有一个人，南朝齐少帝萧昭文贵为九五之尊，...,5,皇帝想吃蒸鱼菜，厨师却不给做，原因很雷人
5b2e52f552055a34b45ce851,穿着prada挤地铁,12,我最近收到了某一个前任在我们“老死不相往来”三年多以后发给我的豆邮。  他说他看了我写的东西，想对我说一句迟到三年的抱歉。  抱歉?  可是当...,15,逃不过柴米油盐，却想着诗与远方
5b2e52f552055a34b45ce852,浅笑微印Natasha,42,2018-02-16 星期五  初一  阴 或许是从小没有养成写日记的习惯，或许是人生前的半段都很顺顺利利，也就没想过要把自己的情感放在日记里抒...,28,我知道时光无法倒回，可我依然爱着你
5b2e52f552055a34b45ce853,太湖浪子,124,何为香何为玉，仁者见仁智者见智，反正当年的香玉长得确实可以，五官端正，皮肤白皙，眉目传情，身材匀称，恰妙龄芳华，窈窕淑女君子好逑自是必然。 初识...,107,（浪子讲故事）香消玉殒
5b2e52f552055a34b45ce854,周庆,8,古风/路遇佳人 （新韵） 风渺渺兮云飞扬，叶蓁蓁兮草初盛。 美人侧兮娉婷过，浮光掠兮惊鸿影。 曈曈日兮明眸耀，皎皎兰兮性体静。 跣足迎兮步涧中，...,16,古风/路遇佳人（新韵）
5b2e52f552055a34b45ce855,雨落荒原,4,,,《对岸》20冰箱里的男人-狂怒
5b2e52f552055a34b45ce856,穿着prada挤地铁,16,非常安静地写了五万字，昨天终于忍不住对编辑说出口:“写的好累。”  倒不是说不能忍受读者少，因为我一向读者挺少的，当初写《涉外助理》的时候，一...,13,这部作品大概是要被烧掉的节奏
5b2e52f752055a34b45ce857,桑笛说,0,漕河，是明代人对大运河的称呼。人工开凿运河作为陆上水运的渠道，古已有之。史书记载，早在春秋末期，吴国君主夫差为了北上伐齐，于公元前486年筑邗城...,4,一条河流与一个朝代
5b2e52f752055a34b45ce858,帝皇城外,2,章邯连失数阵，损了苏角，王离，涉间三员大将，在心态心理上已是弱于项羽。且秦军新败，楚军新胜，双方在士气的比对上更是不可同日而语。 此种态势之下，...,1,九、灭秦之项羽的首席间谍
5b2e52f752055a34b45ce859,徐啁,0,说起三国大家肯定觉得是魏蜀吴三国之间的战争，但你会发现有时国家之间的矛盾并不是主要的。 国家内部不同利益集团之间的冲突是主要的。历史大势很多就是...,3,诸葛亮的士族绞杀行动
5b2e52f752055a34b45ce85a,穿着prada挤地铁,8,我把自己给美黑了。  有时候我真的从心底深深敬佩女性爱美之心所带来的各种研发和各种创新，比方你可以在一个晚上喷上专门的慕斯入睡，它看上去也就是...,6,暗系治愈者11 牛油果和番茄丁
5b2e52f752055a34b45ce85b,Soul麦芽,934,2018年的春天可真是像一个多变的孩子，一会哭，一会笑。前几天大街上都是穿裙子，衣袂飘飘的小仙女，现在就都是穿着大衣的似乎已经步入更年期的阿姨。...,1424,如果你也生于1995年
5b2e52f752055a34b45ce85c,高浩容,5,,,1-8.  小成：生命书写是报导，还是报导文学？
5b2e52f752055a34b45ce85d,叫欢哥,6,1 站在车水马龙的街头，每个人都着急的赶路，连等一个红绿灯的时间都没有。每次回家的路上路过腾讯和阿里巴巴的大楼，这里承载了多少年轻人的梦想，多少...,11,琢磨不透的岁月里 你还有自己
5b2e52f752055a34b45ce85e,太湖浪子,87,儿时老屋门前一块空地上，参差不齐种栽着些许杂树，唯独那棵婀娜多姿的野桃树最引人瞩目。桃花盛开美景自然惹人喜爱，而后历时几月酝酿、结成满树累累硕果...,85,故事烩29｜梦里桃花随风飘
5b2e52f752055a34b45ce85f,雨落荒原,11,,,《对岸》19冰箱里的男人-两个日子
5b2e52f752055a34b45ce860,起风了的简书,1,是先有鸡还是先有蛋？ 蛋是由鸡生出来的，没有鸡就没有蛋，这样看来应该是先有鸡；可是鸡又是由蛋孵化出来的，没有蛋就没有鸡，这样看来又应该是先有蛋。...,2,写给辩论咖的第二十九封信——是先有鸡还是先有蛋？
5b2e52f852055a34b45ce861,王子魚,59,1所谓信仰若不经历思想的淬炼便等同愚蠢 2所有的恶都披着崇高的衣裳正如同谎言永远眨着纯洁的眼睛 3思想的矛刺得透强盗的胸膛却无奈于矇昧的泥潭 4...,71,思想的杂拌儿之三
5b2e52f852055a34b45ce862,海子三月归,16,生书问远山，翠绿窃如禅。落雨添白发，休得水一帘！ 音乐：Nuovi orizzonti(free)已上架>>简书官方推荐第一部诗集《父亲和爸爸》,39,五绝·休得水一帘
5b2e52f852055a34b45ce863,向以鲜,24,割玻璃的人 手中的钻石刀 就那么轻轻一划 看不见的伤口 纤细又深入 如一粒金屑 突然嵌入指尖 你感到如此清晰 疼痛 是一种词汇 而血则是虚无的意...,35,酷毙了，把诗歌刺到模特的胸前！
5b2e52f852055a34b45ce864,亭追,0,我该感谢哪颗星辰 哪颗星辰，坠入了人间，诞生了你 是上帝的一声轻叹，还是天使误拨了竖琴 让你一直是一个孩子， 毕加索花了一辈子才学会儿童的作画 ...,8,致我亲爱的莫扎特
5b2e52f852055a34b45ce865,海子三月归,32,归来无处是人间，桂影扶墙对夜眠。风雨更著春将尽，一生不过放青山！ 音乐：At Night I Think Of You已上架>>简书官方推荐第一...,51,七绝·归来无处是人间
5b2e52f852055a34b45ce866,花屋主人萧寒,56,爱那山高，喜那云霄。更羡那、银汉迢迢。寒霜久历，冻雪时消。守 星光渺，月光静，日光韶。 立身天地，矜持岁月。尽今生、郁结成苞。和风急雨，闲啸悲号...,53,【行香子】高山茶韵
5b2e52f852055a34b45ce867,静铃音,40,比如我爱你月光注满小池粼波不溢不能溢如血在我身体里包括第二个字下面的那颗心,100,概念
5b2e52f852055a34b45ce868,柏拉图之,34,性似霞中客，行吟海岳间；        吴钩曾一试，燕马老多还；        濯足沧浪水，驱牛函谷关；        风来何所示...,47,【五律】春夜醉吟
5b2e52f852055a34b45ce869,北京眠石,49,和花屋主人萧寒 其一 分云 岭上无可赠，一溪九霄分。花屋遣云去，霑化草木欣。 其二 送云 山中不可恋，今作九霄分。此去千万里，天地任氤氲。 花屋...,57,【古绝】溪云二章
5b2e52f852055a34b45ce86a,穿越者木易君,18,题记：你读或不读你懂或不懂你来或不来你见或不见丁香结·流年憾也许就是你前世的故事 寒径空山，鬓花残月，回首水流云散。十载风尘冠。旅路倦、醉语浮生...,41,【木易原创】丁香结·流年憾
5b2e52f952055a34b45ce86b,静铃音,26,蜜蜂飞过马路舞步嗡嗡地寻找高楼如镜迷茫了玲珑的复眼6300只小晶体每一个都在一边屏障尾气一边为路旁的小花讲述田野的风香 萨摩耶犬探出奶酪色的微笑...,92,街头
5b2e52f952055a34b45ce86c,幽小窗,16,静湖花满枝桠，醉了星眼。日仄影斜白石，嫩柳枕沙堤，春色无限。塘前燕子，衔雨烹茶巢作盏。兰饮露，岸芷萋萋，倚桥红袖诵书简。 濯素手，青丝半绾。自别...,34,看花回·白马湖春行
5b2e52f952055a34b45ce86d,江南莫之,14,好事近·微雨洒芳尘 作者：石孝友 微雨洒芳尘，酝造可人春色。闻道梦云楼外，正小桃花发。 殷勤留取最繁枝，樽前待闲折。准拟乱红深处，化一双蝴蝶。,34,《 詩．书》欣賞 微雨洒芳尘
5b2e52f952055a34b45ce86e,她是林兰,6,后山的大河瘦成了溪流，正好  消瘦的村庄缺了位新娘  漂泊的磷火奋力燃烧作焰火  是夜，姑娘回到家乡  土地爷捧出庙里珍藏千年的桃花酿  酒壶...,12,新婚
5b2e52f952055a34b45ce86f,苏小飞,28,短篇小说专题读写群2018年第一季度总结 如果你获得喜欢粉丝都不多，还想获得简述优秀故事作者便签，请仔细阅读本文。 简书短篇小说专题读写群，...,70,短篇小说读写群第一季度总结
5b2e52f952055a34b45ce870,LIYA_G220,7,《天问》第二部 科幻小说《天问》全目录 《天问》第一部简介故事发生在并不遥远的未来时代，由一款名为《天问》的人工智能游戏为线索，在虚拟世界与现实...,6,［科幻］天问 （28）夏娃
5b2e52f952055a34b45ce871,乔汉童,0,,,致读者：谢谢你们看我的故事
5b2e52f952055a34b45ce872,Jack不是船长,4,读万卷书，行万里路。人生走的每一步都算数！跟船长一起通过图文来环游世界吧！ 说起咖啡，现在大家基本都能触手可及；而关于这款神奇的饮品，你应该也能...,5,【环球235-237】一杯咖啡，一味人生---哥伦比亚Day5-7
5b2e52f952055a34b45ce873,大唐遗少,12,上一篇房玄龄（2） 目录凌烟阁浮沉录（目录） 李世民指示房玄龄，直属中央的政府机构任职官员达到两千名，多得有点不正常，应该大力裁减。 但裁员，意...,33,凌烟阁故事之房玄龄——追求完美的男人（3）
5b2e52f952055a34b45ce874,风高秋月白,78,文｜风高秋月白 2018年4月12日  天气   晴 花狸小镇是世界上最美丽的小镇，这里一年四季都有着盛开的鲜花。尤其是那小镇居民鲜少路过的青石...,84,童话｜忍冬花的礼物
5b2e52fa52055a34b45ce875,cola的春天,1,趁着复活节的假期，开启了一次小小的旅行。 午后的阳光恣意地挥洒在蜿蜒又绵长的公路上，为行走在路上的人们留下光辉岁月的美好映像。 有时候阳光也会突...,4,我来过魁北克城
5b2e52fa52055a34b45ce876,浅言demon,0,4月4日 晚                       雨转暴雪                               0度 晚上7：3...,2,库布齐沙漠之旅
5b2e52fa52055a34b45ce877,半榛半柠,5,这一次，少年慕名而来，却有些失望而归，只愿江湖再见。 这次的旅行我们准备了半个月之久，从做旅行规划到买票问同学，周三的晚上转车去武汉，火车晚点，...,12,这一站:武汉
5b2e52fa52055a34b45ce878,德尔格,0,岁月极美，在于它必然的流逝。 春花、秋月、夏日、冬雪。 ——三毛《岁月》 一别海南8年了！ 这个数字让我看了又看，看了好久！ 青春如同奔流的大海...,0,三亚，17岁美女从你的世界路过！
5b2e52fa52055a34b45ce879,太湖浪子,103,猴宝看着别人有爷爷奶奶外公外婆，一家人在一起其乐融融，于是嚷着宝妈也要，宝妈心里有话口难开，只是对猴宝念念有词： “乖孩子，心想事成事事成——”...,68,【童话•演绎神奇】百变猴宝（5）
5b2e52fa52055a34b45ce87a,高浩容,0,,,1-7. 在绝望的时刻，看见书写绝望的可能
5b2e52fa52055a34b45ce87b,雨落荒原,21,,,《对岸》18冰箱里的男人-依赖
5b2e52fa52055a34b45ce87c,一棵花白,24,电影《无问东西》中，米雪饰演的沈母给我留下了极深的印象。在战乱中，她长途跋涉去探望沈光耀，妆容精致，衣服整洁得体，毫无风尘仆仆的仓促感。她镇定自...,65,那些富过三代的家庭，是怎样教育孩子的？
5b2e52fa52055a34b45ce87d,太湖浪子,158,先生： 鼓足勇气，给先生写这封信。我只是从先生的文章中，了解了先生这个人，你正直，善良，率真，敢于把旧时的创伤撕裂给人看，佩服你这股勇气，换我今...,121,礼物｜一封陌生女子的来信
5b2e52fa52055a34b45ce87e,用时间酿酒,49,-1- 俗话说，工欲善其事，必先利其器。 分享了那么多时间管理的方法，今天就来推荐一批优质的时间管理APP。 根据时间管理的五大需求，我将这些A...,1008,时间管理达人必备的10款APP，尤其是最后一款，强烈安利！
5b2e52fb52055a34b45ce87f,张江南,0,开卷有溢，慈悲相生。               前记     最近身边有了许多的改变，缓缓的适应了突然忙碌的工作，突然爱上了淡的饭菜，偶尔晨跑...,4,长安印记
5b2e52fb52055a34b45ce880,Youngerzeng,24,[TOC] 厦门，是一座海边很美的旅游城市，值得一去，废话不多说，接下来分享一下去厦门的几点建议和我的行程安排吧。 先来一张在鼓浪屿最高点日光岩...,16,厦门旅游攻略·学生党旅游·旅游日记
5b2e52fb52055a34b45ce881,哈利波仔,2,一个优秀的旅行国家应该是：护照在手，说走就走。 机票便宜，里程短暂。机上打个瞌睡，醒来一点不累。 如果还能不占用周末，朋友圈收赞无数，那不仅是优...,4,失落的王朝之柬埔寨（附避坑指南）
5b2e52fb52055a34b45ce882,耀輝,2,今日拍摄场景～御台场，位于东京都东南部东京湾的人造陆地上，是东京最新的娱乐场所集中地，受到人们，尤其是受到年轻人的青睐。 开车跑了160多公里，...,12,日本东京•台場海浜公園
5b2e52fb52055a34b45ce883,长山日记,0,旅游日期：2018年3月30-4月1日。 日记时间：2018年4月1日写与西藏拉萨，4月8日整理于北京，4月9日发表。 西藏 也许每一个旅行者的...,5,旅游|从德令哈到拉萨，两个不同的诗人，却都在流着泪吟唱～
5b2e52fb52055a34b45ce884,太湖浪子,116,一妙龄女孩失恋了，她痛苦万分，举目无亲，无所适从，像找救命稻草一样，在网络里向一位素昧平生的大叔诉说自己故事。 女孩：我失恋了，三年前男朋友去美...,109,礼物｜一切都是最好的安排
5b2e52fb52055a34b45ce885,lostdays,4,离开图书馆的时候，我推开沉重的木门走到路灯下，回头一看，见到她正打算跟上来，就做了一个拒绝的手势。 “今天就到这里。” 我说。 “你要回去了？”...,10,落城 伍
5b2e52fb52055a34b45ce886,甜心旅行,1,本号为简书官方专题活动旅行·在路上专号。欢迎关注官方公众号[甜心旅行] 1.武当仙山踏春两日游 文/小旅兔 且不说规模宏大的武当山古建筑群，也不...,2,《甜心旅行》日报69期——《登高的勇气，顶礼的永恒》
5b2e52fb52055a34b45ce887,流光涟影,16,这是游戏，人跟人之间的游戏，生死有命，富贵在天。在过去的整整一年，这场数字货币的造富狂潮揭开了一个巨大的人性舞台：贪婪、恐惧、患得患失、信仰崩塌...,15,这可能是目前为止最牛的一次征文！
5b2e52fb52055a34b45ce888,与君成悦,87,文/与君成悦 人生，总有些感情亦师亦友，深恩不忘。 2018.4.9  周一 晴 01 “坐阅五帝四朝， 不觉沧桑几度； 受尽九磨十难， 了知世...,115,沧桑几度：多年以后，我们依旧深情款款
5b2e52fc52055a34b45ce889,阿阿阿三呀,0,我所知道的，全部告诉你 “身体和灵魂，总有一个要在路上。”于是年轻躁动的我们上路了，想要去发现未知，去寻找一个更好的自己。然而我好穷，没钱怎么办...,7,干货 | 义工旅行，这些事情你必须知道！
5b2e52fc52055a34b45ce88a,逗霸欠之,4,【关注简书辩论咖专题，你值得拥有的简书专题】 在本期赛事中，非常感谢大家的热情参与，赛事过程中如有不足，还请大家多多指出！ 今天的辩题是：你老了...,6,『你老了会不会去敬老院』【辩论咖专题官微群·小辩论赛·第35期总结】
5b2e52fc52055a34b45ce88b,吴玫,1,又瘦又小的一本“小黄书”，居然敢叫“日本文化史”？套用白居易的一句名诗“未成曲调先有情”，面对《日本文化史》，我是“未及展读先轻之”。无知，来自...,3,《日本文化史》：这本又瘦又小的“小黄书”
5b2e52fc52055a34b45ce88c,五斗解酲,1,九月的秋天，我和父亲一起剥玉米， 每年此时，所有的玉米都会饱满起来。 而那年，我手里玉米金黄灿烂， 父亲手里拿着的却干瘪着。 就这样一个一个地剥...,5,剥玉米
5b2e52fc52055a34b45ce88d,林嘉梓,6,◎月亮（13） ♪ 文 \\ 林嘉梓 烟雾飘荡的田野。沉寂的时辰星光，在悄然逼近我迷茫的目光心，被紧紧扼住。愁闷，是一瓶密封的酒。风，堵塞了我的耳...,33,月亮（13）
5b2e52fc52055a34b45ce88e,格风Mimixinzang,3,》〉格 风 清明就是下雨就是母亲手中那把伞雨中的一米阳光跟着我，始终走在我左边不知道从左手到右手需要几年时间当村野上的灌木篱笆转身走进钢筋水泥母...,13,清明。
5b2e52fc52055a34b45ce88f,格风Mimixinzang,3,》〉格 风 一个人化身为蝶抑或蝴蝶梦见庄生和爱情很轻。像一条语音留言，在天上飞要让很多人看见你的脸你的油菜花地国境线只在自己的身体里也是罗密欧与...,10,会飞的露天金矿
5b2e52fc52055a34b45ce890,花屋主人萧寒,21,茜意清明翠柳肥，杏花春雨浥轻微。 羸身但恐飞英恼，袅袅烟升祷即归。,49,【七绝】清明
5b2e52fc52055a34b45ce891,海子三月归,12,鱼香庭院闻识路，灶火干柴数几声？花落良田都被误，今朝梦醒向天清。 音乐：Pearls of Joy已上架>>简书官方推荐第一部诗集《父亲和爸爸》,34,七绝·花落良田
5b2e52fc52055a34b45ce892,向以鲜,21,燕子中的贝聿铭 青城山的细小建筑师 偏爱蓝色和石头 并在荆棘和细雨中 弹奏蓝调耳语 无论是荒原、峭壁 还是诗人的墙角 燕子中的贝聿铭 只要想，只...,29,偏爱蓝调的细小建筑师
5b2e52fd52055a34b45ce893,北京眠石,51,清明天雨雪，春意尚徘徊。 云里锦书至，佳人带笑开。 田梦_a9a2 赐和： 雪似梨花舞，梨花几处开？闲来寻雅韵，春意正徘徊。 花屋主人萧寒赐和：...,69,【五绝】塞上
5b2e52fd52055a34b45ce894,浅浅是水,45,春风轻拂娇面，满目红艳艳细雨渗透羞蕊，唤醒痴痴守候一个个精灵，满山遍野撒欢啼叫脆响幽谷，欣喜你的盛开 春日在四月里疯跑，撞碎一地思量深藏的心事，...,58,杜鹃花
5b2e52fd52055a34b45ce895,海子三月归,9,年光向晚花开老，不寄青山露水浓。一日情思芳草怯，冷风孤影月从容。 音乐：Magnificence已上架>>简书官方推荐第一部诗集《父亲和爸爸》,39,七绝·年光向晚
5b2e52fd52055a34b45ce896,林嘉梓,8,四月已至 文／林嘉梓 桃花谢了，柳枝老了蛰伏的虫儿也从睡梦中惊醒了，清明的雨丝已针灸过大地的躯体第一场大雨的猫足也正从遥远的海面赶来稻田的内部在...,66,四月已至
5b2e52fd52055a34b45ce897,静铃音,24,明黄 那来自天上的物种只在传说里纵九条交织我也寂寞 匍匐在地的是被金色刺晕了吗你们常仰望太阳却被他的颜色恫吓那利爪其实只是舞在丝绸上 如果暖色亲...,86,组诗：紫禁城里的颜色
5b2e52fd52055a34b45ce898,花屋主人萧寒,40,且住云天静，结邻一二家。 月溪逢远客，烟树戴清华。 琴绪随风啸，镜心任柳斜。 对花斟素酒，鸿雁渺天涯。 借简友“月溪逢远客”入句，致谢！,64,【五律】月溪逢客
5b2e52fd52055a34b45ce899,向以鲜,10,桃花鹅 一群肥鹅 在桃花中田野考察 有的用嘴壳叨起花瓣 有的用脚丫子踩响 春天的交叉小径 仿佛一群顽童 扰乱学校的秩序 一群游吟的白色神仙 乘朵...,27,一群顽童，或游吟的白色神仙
5b2e52fd52055a34b45ce89a,北京眠石,24,直承即狂妄，却子失担当。 稽首餐霞客，何以寄行藏？ 陆沉_3753先生偈示： 即性是正当，何处存真妄？无心云出岫， 谁辨行与藏。 再复陆沉_37...,56,【偈颂】复简友陆沉
5b2e52fd52055a34b45ce89b,柏拉图之,43,平生一蝶梦，来醉几番春；       叶落天边月，花迷下界人；       红颜终黑土，白骨望青云；       轩冕今安在，流星过...,40,【五律】清明野题
5b2e52fd52055a34b45ce89c,花屋主人萧寒,55,我有一溪云， 随风载夕曛。 轻柔形不定， 漫向九霄分。 蒙北京眠石先生雅和，愧莫能当： 【古绝】溪云 （一） 岭上无可赠，一溪九霄分。 花屋遣云...,56,【五绝】溪上云
5b2e52fe52055a34b45ce89d,穿着prada挤地铁,1,我最近一直在和我同事开玩笑说，我的工作大部分时间都是在写讨厌的会议纪要，参加不完的会议和写不完的会议纪要简直让我怀疑人生。  偏偏我老板又是个...,27,进阶干货 |究竟该怎么写好一份会议纪要？
5b2e52fe52055a34b45ce89e,晖宗聊绘画,3,,,一杯茶，一卷画，惬意的生活从此刻开始
5b2e52fe52055a34b45ce89f,乃竹,2,回家的时候帮忙取个快递？我不想再换衣换鞋出门了。 努力练出细如发丝的刀工？粗一点口感挺好。 每天吃够五色的蔬菜，蛋白质脂肪也要均衡调配？不想买菜...,3,小火慢煨时，主妇在作诗
5b2e52fe52055a34b45ce8a0,北京眠石,57,日暖青凫懒，花明水摄天。 孤鸿排宕去，嘹唳破云烟。,91,【五绝】春江
5b2e52fe52055a34b45ce8a1,花屋主人萧寒,15,（自小相知，惊闻噩耗，不胜其悲，仿苏轼体，与诸君浅唱深哀。） 风流星散自无闲。瘦清颜，谢微斑。叹息韶光，倏忽惜流年。一片霞云悬海上，风正起，破天...,42,《江城子》哭友
5b2e52fe52055a34b45ce8a2,向以鲜,12,野花啊，我的野花 想念叫不出名字的 野花啊，我的野花 许久许久没有 看见心爱的野花 多么后悔曾光着脚板 踩死怒放的小生命 从未吭过一声，沉默的 ...,37,没有野花的日子，春天或爱情﻿徒有虚名
5b2e52fe52055a34b45ce8a3,三水林枫,11,你是一团浆糊， 总是糊住白天，黑夜， 还有黑夜之前的黄昏， 那时春天的风吹疼脸庞， 我开始思念你的双手， 像两只湿润的船桨， 独立于瘦弱的渡船，...,31,你是一团浆糊
5b2e52fe52055a34b45ce8a4,静铃音,26,日照轩窗帘透晓，别枝喜鹊鸣檐角。 锦屏绿水静无声，古镜佳人眉隐笑。,98,七绝 闺阁（仄韵）
5b2e52fe52055a34b45ce8a5,灰土豆,0,这一系列文章是2010年—2013年在中国电影艺术研究中心（中国电影资料馆）念研究生期间写作的，以记录资料馆的电影学习与生活。电影的光如何渗进我...,1,电影的光 | 资料馆记事（12）
5b2e52fe52055a34b45ce8a6,穿着prada挤地铁,4,巴黎始终不会让人感到失望。  我在黄昏时分抵达初冬的巴黎，拖着我的行李箱走在拉丁区试图寻找到我的酒店。  行李箱的轮子滚过不平整的石头小路，黄...,9,暗系治愈者10 仿佛回到少女时代
5b2e52ff52055a34b45ce8a7,阿朱姑凉,6,西安，古称长安、镐京，是陕西省会，是中国四大古都之一。它地处关中平原中部，北濒渭河，南依秦岭，八水润长安，2016年末常住人口883.21万。长...,6,西安以西也不见你
5b2e52ff52055a34b45ce8a8,诗意人生_6555,2,据说，太行山之地的羊肠坂有多处，较为有名的有晋城天井关羊肠坂、平顺羊肠坂和壶关羊肠坂，尽是古时晋豫之要道、京洛之咽喉，为历来兵家必争之地...,7,壶关羊肠坂之旅
5b2e52ff52055a34b45ce8a9,LesleySheng,2,2018年2月21日，农历正月初六，这是我在香港的第二天。 早晨醒来，阳光细微地落在我的枕边，我盯着纯白色的床单看了许久，才记起自己原来身处香港...,5,香港：众里寻他千百度——关于Leslie的足迹（二）
